_id,author,date,journal,keywords,org,country,title,url,
59a8bc6d1d41c81f54ab2c82,"Kocbek S, Cavedon L, Martinez D, Bain C, Manus CM, Haffari G, Zukerman I, Verspoor K.",2016 Dec,Journal of biomedical informatics,"['Cancer record retrieval', ' Electronic Health Records', ' Natural Language Processing', ' Pathology', ' Radiology', ' Text mining']",";Kinghorn Centre for Clinical Genomics, Garvan Institute of Medical Research, Sydney, Australia; School of Science, RMIT University, Melbourne, Australia; Department of Computing and Information Systems, University of Melbourne, Melbourne, Australia. Electronic address: skocbek@gmail.com.;School of Science, RMIT University, Melbourne, Australia.;Department of Computing and Information Systems, University of Melbourne, Melbourne, Australia.;Mercy Health, Heidelberg, Australia; Faculty of Information Technology, Monash University, Clayton, Australia.;Health Informatics Department, Alfred Hospital, Melbourne, Australia; Now with OzeScribe, Melbourne, Australia.;Faculty of Information Technology, Monash University, Clayton, Australia.",";Kinghorn Centre for Clinical Genomics, Garvan Institute of Medical Research, Sydney, Australia; School of Science, RMIT University, Melbourne, Australia; Department of Computing and Information Systems, University of Melbourne, Melbourne, Australia. Electronic address: skocbek@gmail.com.;School of Science, RMIT University, Melbourne, Australia.;Department of Computing and Information Systems, University of Melbourne, Melbourne, Australia.;Mercy Health, Heidelberg, Australia; Faculty of Information Technology, Monash University, Clayton, Australia.;Health Informatics Department, Alfred Hospital, Melbourne, Australia; Now with OzeScribe, Melbourne, Australia.;Faculty of Information Technology, Monash University, Clayton, Australia.",Text mining electronic hospital records to automatically classify admissions against disease: Measuring the impact of linking data sources.,https://www.ncbi.nlm.nih.gov/pubmed/27742349,
59a8bc6d1d41c81f54ab2c83,"Yim WW, Kwan SW, Yetisgen M.",2016 Dec,Journal of biomedical informatics,"['Cancer stages', ' Information extraction', ' Liver cancer', ' Natural language processing', ' Radiology report', ' Reference resolution']",";Biomedical and Health Informatics, University of Washington, United States.;Radiology, University of Washington, United States.;Biomedical and Health Informatics, University of Washington, United States; Linguistics, University of Washington, United States. Electronic address: melihay@uw.edu.",";Biomedical and Health Informatics, University of Washington, United States.;Radiology, University of Washington, United States.;Biomedical and Health Informatics, University of Washington, United States; Linguistics, University of Washington, United States. Electronic address: melihay@uw.edu.",Tumor reference resolution and characteristic extraction in radiology reports for liver cancer stage prediction.,https://www.ncbi.nlm.nih.gov/pubmed/27729234,
59a8bc6e1d41c81f54ab2c84,"Yan Z, Ip IK, Raja AS, Gupta A, Kosowsky JM, Khorasani R.",2017 Mar,Radiology,KEYWORDS_NA,";From the Center for Evidence-Based Imaging (Z.Y., I.K.I., A.S.R., A.G., R.K.), Department of Radiology (A.S.R., A.G., R.K.), Department of Medicine (I.K.I.), and Department of Emergency Medicine (A.G., J.M.K.), Brigham and Women's Hospital, Harvard Medical School, 20 Kent St, 2nd Floor, Boston, MA 02120; and Department of Emergency Medicine, Massachusetts General Hospital, Boston, Mass (A.S.R.).",";From the Center for Evidence-Based Imaging (Z.Y., I.K.I., A.S.R., A.G., R.K.), Department of Radiology (A.S.R., A.G., R.K.), Department of Medicine (I.K.I.), and Department of Emergency Medicine (A.G., J.M.K.), Brigham and Women's Hospital, Harvard Medical School, 20 Kent St, 2nd Floor, Boston, MA 02120; and Department of Emergency Medicine, Massachusetts General Hospital, Boston, Mass (A.S.R.).",Yield of CT Pulmonary Angiography in the Emergency Department When Providers Override Evidence-based Clinical Decision Support.,https://www.ncbi.nlm.nih.gov/pubmed/27689922,
59a8bc6f1d41c81f54ab2c85,"Divita G, Carter ME, Tran LT, Redd D, Zeng QT, Duvall S, Samore MH, Gundlapalli AV.",2016 Aug 11,"EGEMS (Washington, DC)",['Natural Language Processing'],,,VA Salt Lake City Health Care System and University of Utah School of Medicine.,v3NLP Framework: Tools to Build Applications for Extracting Concepts from Clinical Text.,https://www.ncbi.nlm.nih.gov/pubmed/27683667
59a8bc6f1d41c81f54ab2c86,"Szlosek DA, Ferrett J.",2016 Aug 10,"EGEMS (Washington, DC)","['classification', ' data collection', ' data use and quality', ' electronic health records', ' health information technology', ' machine learning', ' natural language processing', ' quality improvement']",";Muskie School of Public Service, University of Southern Maine.;Champlain College.",";Muskie School of Public Service, University of Southern Maine.;Champlain College.",Using Machine Learning and Natural Language Processing Algorithms to Automate the Evaluation of Clinical Decision Support in Electronic Medical Record Systems.,https://www.ncbi.nlm.nih.gov/pubmed/27683664,
59a8bc701d41c81f54ab2c87,"Topaz M, Lai K, Dowding D, Lei VJ, Zisberg A, Bowles KH, Zhou L.",2016 Dec,International journal of nursing studies,"['Electronic health records', ' Medical informatics', ' Natural language processing', ' Nursing informatics', ' Pressure ulcer', ' Wound']",";Brigham and Women's Hospital, Boston, MA, USA; Harvard Medical School, Boston, MA, USA. Electronic address: mtopaz80@gmail.com.;Brigham and Women's Hospital, Boston, MA, USA.;Visiting Nurse Service of New York, NY, USA; School of Nursing, Columbia University, NY, USA.;The Cheryl Spencer Department of Nursing, Haifa University, Israel.;Visiting Nurse Service of New York, NY, USA; School of Nursing, University of Pennsylvania, PA, USA.;Brigham and Women's Hospital, Boston, MA, USA; Harvard Medical School, Boston, MA, USA.",";Brigham and Women's Hospital, Boston, MA, USA; Harvard Medical School, Boston, MA, USA. Electronic address: mtopaz80@gmail.com.;Brigham and Women's Hospital, Boston, MA, USA.;Visiting Nurse Service of New York, NY, USA; School of Nursing, Columbia University, NY, USA.;The Cheryl Spencer Department of Nursing, Haifa University, Israel.;Visiting Nurse Service of New York, NY, USA; School of Nursing, University of Pennsylvania, PA, USA.;Brigham and Women's Hospital, Boston, MA, USA; Harvard Medical School, Boston, MA, USA.",Automated identification of wound information in clinical notes of patients with heart diseases: Developing and validating a natural language processing application.,https://www.ncbi.nlm.nih.gov/pubmed/27668855,
59a8bc721d41c81f54ab2c88,"Atal I, Zeitoun JD, Névéol A, Ravaud P, Porcher R, Trinquart L.",2016 Sep 22,BMC bioinformatics,"['Clinical trials', ' Disease classification', ' Global burden of diseases', ' Mapping']",";Centre d'Épidémiologie Clinique, Hôpital Hôtel-Dieu, Paris, France. ignacio.atal-ext@aphp.fr.;INSERM U1153, Paris, France. ignacio.atal-ext@aphp.fr.;Université Paris Descartes, Paris, France. ignacio.atal-ext@aphp.fr.;Centre d'Épidémiologie Clinique, Hôpital Hôtel-Dieu, Paris, France.;INSERM U1153, Paris, France.;Université Paris Descartes, Paris, France.;LIMSI, CNRS UPR 3251, Université Paris-Saclay, Orsay, France.;Department of Epidemiology, Mailman School of Public Health, Columbia University, New York, NY, USA.",";Centre d'Épidémiologie Clinique, Hôpital Hôtel-Dieu, Paris, France. ignacio.atal-ext@aphp.fr.;INSERM U1153, Paris, France. ignacio.atal-ext@aphp.fr.;Université Paris Descartes, Paris, France. ignacio.atal-ext@aphp.fr.;Centre d'Épidémiologie Clinique, Hôpital Hôtel-Dieu, Paris, France.;INSERM U1153, Paris, France.;Université Paris Descartes, Paris, France.;LIMSI, CNRS UPR 3251, Université Paris-Saclay, Orsay, France.;Department of Epidemiology, Mailman School of Public Health, Columbia University, New York, NY, USA.",Automatic classification of registered clinical trials towards the Global Burden of Diseases taxonomy of diseases and injuries.,https://www.ncbi.nlm.nih.gov/pubmed/27659604,
59a8bc721d41c81f54ab2c89,"Harari AA, Conti MB, Bokhari SA, Staib LH, Taylor CR.",2016 Dec,AJR. American journal of roentgenology,"['radiology report feedback', ' report comparison and analysis', ' reporting feedback', ' resident education']",";1 All authors: Department of Diagnostic Radiology and Biomedical Imaging, Yale University School of Medicine, 333 Cedar St, New Haven, CT 06520-8042.",";1 All authors: Department of Diagnostic Radiology and Biomedical Imaging, Yale University School of Medicine, 333 Cedar St, New Haven, CT 06520-8042.","The Role of Report Comparison, Analysis, and Discrepancy Categorization in Resident Education.",https://www.ncbi.nlm.nih.gov/pubmed/27657361,
59a8bc731d41c81f54ab2c8a,"Greenwald JL, Cronin PR, Carballo V, Danaei G, Choy G.",2017 Mar,Medical care,KEYWORDS_NA,";*Department of Medicine, Core Educator Faculty †Laboratory of Computer Science, Massachusetts General Hospital, Boston ‡Partners HealthCare, Needham §Departments of Global Health and Population and Epidemiology, Harvard TH Chan School of Public Health ∥QPID Informatics and Massachusetts General Physicians Organization, Massachusetts General Hospital, Boston, MA.",";*Department of Medicine, Core Educator Faculty †Laboratory of Computer Science, Massachusetts General Hospital, Boston ‡Partners HealthCare, Needham §Departments of Global Health and Population and Epidemiology, Harvard TH Chan School of Public Health ∥QPID Informatics and Massachusetts General Physicians Organization, Massachusetts General Hospital, Boston, MA.","A Novel Model for Predicting Rehospitalization Risk Incorporating Physical Function, Cognitive Status, and Psychosocial Support Using Natural Language Processing.",https://www.ncbi.nlm.nih.gov/pubmed/27632767,
59a8bc731d41c81f54ab2c8b,"Topaz M, Radhakrishnan K, Blackley S, Lei V, Lai K, Zhou L.",2016 Sep 14,Western journal of nursing research,"['cardiovascular', ' clinical focus', ' diet', ' health behavior/symptom focus', ' health screening behaviors', ' heart failure', ' medication adherence', ' natural language processing', ' patient compliance', ' self-care', ' sodium restricted', ' therapeutic medications']",";Harvard Medical School, Boston, MA, USA Brigham Women's Health Hospital, Boston, MA, USA mtopaz80@gmail.com.;The University of Texas at Austin, USA.;Brigham Women's Health Hospital, Boston, MA, USA.;Partners Healthcare Inc, Boston, MA, USA.;Harvard Medical School, Boston, MA, USA Brigham Women's Health Hospital, Boston, MA, USA Partners Healthcare Inc, Boston, MA, USA.",";Harvard Medical School, Boston, MA, USA Brigham Women's Health Hospital, Boston, MA, USA mtopaz80@gmail.com.;The University of Texas at Austin, USA.;Brigham Women's Health Hospital, Boston, MA, USA.;Partners Healthcare Inc, Boston, MA, USA.;Harvard Medical School, Boston, MA, USA Brigham Women's Health Hospital, Boston, MA, USA Partners Healthcare Inc, Boston, MA, USA.",Studying Associations Between Heart Failure Self-Management and Rehospitalizations Using Natural Language Processing.,https://www.ncbi.nlm.nih.gov/pubmed/27628125,
59a8bc741d41c81f54ab2c8c,"McCoy TH Jr, Castro VM, Roberson AM, Snapper LA, Perlis RH.",2016 Oct 1,JAMA psychiatry,KEYWORDS_NA,";Center for Experimental Drugs and Diagnostics, Center for Human Genetic Research and Department of Psychiatry, Massachusetts General Hospital, Boston.",";Center for Experimental Drugs and Diagnostics, Center for Human Genetic Research and Department of Psychiatry, Massachusetts General Hospital, Boston.",Improving Prediction of Suicide and Accidental Death After Discharge From General Hospitals With Natural Language Processing.,https://www.ncbi.nlm.nih.gov/pubmed/27626235,
59a8bc751d41c81f54ab2c8d,"Liu S, Liu H, Chaudhary V, Li D.",2016 Jul 22,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,KEYWORDS_NA,";University at Buffalo, the State University of New York, Buffalo, NY;;Mayo Clinic, Rochester, MN.",";University at Buffalo, the State University of New York, Buffalo, NY;;Mayo Clinic, Rochester, MN.",An Infinite Mixture Model for Coreference Resolution in Clinical Notes.,https://www.ncbi.nlm.nih.gov/pubmed/27595047,
59a8bc751d41c81f54ab2c8e,"Huang WT, Wang HL, Yang H, Ren FH, Luo YH, Huang CQ, Liang YY, Liang HW, Chen G, Dang YW.",2016 Aug 22,OncoTargets and therapy,"['RT-qPCR', ' hepatocellular carcinoma', ' in silico', ' metastasis', ' miR-198']",";Department of Pathology.;Department of Ultrasonography, First Affiliated Hospital of Guangxi Medical University, Nanning, People's Republic of China.",";Department of Pathology.;Department of Ultrasonography, First Affiliated Hospital of Guangxi Medical University, Nanning, People's Republic of China.",Lower expressed miR-198 and its potential targets in hepatocellular carcinoma: a clinicopathological and in silico study.,https://www.ncbi.nlm.nih.gov/pubmed/27578984,
59a8bc761d41c81f54ab2c8f,"Patel TA, Puppala M, Ogunti RO, Ensor JE, He T, Shewale JB, Ankerst DP, Kaklamani VG, Rodriguez AA, Wong ST, Chang JC.",2017 Jan 1,Cancer,"['data mining', ' imaging characteristics', ' mammographic to pathologic correlation', ' natural language processing', ' subtypes of breast cancer']",";Houston Methodist Cancer Center, Houston, Texas.;Cancer Research Program, Houston Methodist Research Institute, Houston, Texas.;Department of Medicine, Weill Cornell Medicine, New York, New York.;Department of Informatics Development, Houston Methodist Hospital, Houston, Texas.;Department of Systems Medicine and Bioengineering, Houston Methodist Research Institute, Houston, Texas.;Department of Epidemiology, Human Genetics & Environmental Sciences, University of Texas School of Public Health, Houston, Texas.;Department of Urology, University of Texas Health Science Center at San Antonio, San Antonio, Texas.;Department of Mathematics, Technical University of Munich, Garching, Germany.;Division of Hematology Oncology CTRC, University of Texas Health Science Center San Antonio, San Antonio, Texas.;Department of Radiology, Neurology, and Neuroscience, Weill Cornell Medicine, New York, New York.;Department of Pathology and Laboratory Medicine, Weill Cornell Medicine, New York, New York.",";Houston Methodist Cancer Center, Houston, Texas.;Cancer Research Program, Houston Methodist Research Institute, Houston, Texas.;Department of Medicine, Weill Cornell Medicine, New York, New York.;Department of Informatics Development, Houston Methodist Hospital, Houston, Texas.;Department of Systems Medicine and Bioengineering, Houston Methodist Research Institute, Houston, Texas.;Department of Epidemiology, Human Genetics & Environmental Sciences, University of Texas School of Public Health, Houston, Texas.;Department of Urology, University of Texas Health Science Center at San Antonio, San Antonio, Texas.;Department of Mathematics, Technical University of Munich, Garching, Germany.;Division of Hematology Oncology CTRC, University of Texas Health Science Center San Antonio, San Antonio, Texas.;Department of Radiology, Neurology, and Neuroscience, Weill Cornell Medicine, New York, New York.;Department of Pathology and Laboratory Medicine, Weill Cornell Medicine, New York, New York.",Correlating mammographic and pathologic findings in clinical decision support using natural language processing and data mining methods.,https://www.ncbi.nlm.nih.gov/pubmed/27571243,
59a8bc771d41c81f54ab2c90,"Yim WW, Denman T, Kwan SW, Yetisgen M.",2016 Jul 20,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,KEYWORDS_NA,";Biomedical and Health Informatics;;School of Medicine;;School of Medicine;; Radiology, University of Washington Medical Center;;Biomedical and Health Informatics;; Linguistics, University of Washington, Seattle, WA.",";Biomedical and Health Informatics;;School of Medicine;;School of Medicine;; Radiology, University of Washington Medical Center;;Biomedical and Health Informatics;; Linguistics, University of Washington, Seattle, WA.",Tumor information extraction in radiology reports for hepatocellular carcinoma patients.,https://www.ncbi.nlm.nih.gov/pubmed/27570686,
59a8bc771d41c81f54ab2c91,"McEwan R, Melton GB, Knoll BC, Wang Y, Hultman G, Dale JL, Meyer T, Pakhomov SV.",2016 Jul 20,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,KEYWORDS_NA,";Academic Health Center-Information Systems.;Institute for Health Informatics; Medical School.;College of Pharmacy, University of Minnesota, Minneapolis, MN.;Institute for Health Informatics.;Institute for Health Informatics; College of Pharmacy, University of Minnesota, Minneapolis, MN.",";Academic Health Center-Information Systems.;Institute for Health Informatics; Medical School.;College of Pharmacy, University of Minnesota, Minneapolis, MN.;Institute for Health Informatics.;Institute for Health Informatics; College of Pharmacy, University of Minnesota, Minneapolis, MN.","NLP-PIER: A Scalable Natural Language Processing, Indexing, and Searching Architecture for Clinical Notes.",https://www.ncbi.nlm.nih.gov/pubmed/27570663,
59a8bc781d41c81f54ab2c92,"Griffis D, Shivade C, Fosler-Lussier E, Lai AM.",2016 Jul 20,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,KEYWORDS_NA,";Department of Computer Science and Engineering,; National Institutes of Health, Rehabilitation Medicine Department, Mark O. Hatfield Clinical Research Center, Bethesda, MD.;Department of Computer Science and Engineering.;Department of Computer Science and Engineering,; Department of Biomedical Informatics, The Ohio State University, Columbus, OH.; National Institutes of Health, Rehabilitation Medicine Department, Mark O. Hatfield Clinical Research Center, Bethesda, MD.",";Department of Computer Science and Engineering,; National Institutes of Health, Rehabilitation Medicine Department, Mark O. Hatfield Clinical Research Center, Bethesda, MD.;Department of Computer Science and Engineering.;Department of Computer Science and Engineering,; Department of Biomedical Informatics, The Ohio State University, Columbus, OH.; National Institutes of Health, Rehabilitation Medicine Department, Mark O. Hatfield Clinical Research Center, Bethesda, MD.",A Quantitative and Qualitative Evaluation of Sentence Boundary Detection for the Clinical Domain.,https://www.ncbi.nlm.nih.gov/pubmed/27570656,
59a8bc791d41c81f54ab2c93,"Choi Y, Chiu CY, Sontag D.",2016 Jul 20,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,KEYWORDS_NA,";New York University, New York, NY.",";New York University, New York, NY.",Learning Low-Dimensional Representations of Medical Concepts.,https://www.ncbi.nlm.nih.gov/pubmed/27570647,
59a8bc791d41c81f54ab2c94,"Wu Y, Denny JC, Trent Rosenbloom S, Miller RA, Giuse DA, Wang L, Blanquicett C, Soysal E, Xu J, Xu H.",2017 Apr 1,Journal of the American Medical Informatics Association : JAMIA,"['clinical abbreviation', ' clinical natural language processing', ' machine learning', ' sense clustering']",";School of Biomedical Informatics, The University of Texas Health Science Center at Houston.;Department of Biomedical Informatics, Vanderbilt University School of Medicine, Nashville, Tennessee.;Department of Medicine, Vanderbilt University School of Medicine.;Department of Medicine, University of Alabama at Birmingham, Birmingham.",";School of Biomedical Informatics, The University of Texas Health Science Center at Houston.;Department of Biomedical Informatics, Vanderbilt University School of Medicine, Nashville, Tennessee.;Department of Medicine, Vanderbilt University School of Medicine.;Department of Medicine, University of Alabama at Birmingham, Birmingham.",A long journey to short abbreviations: developing an open-source framework for clinical abbreviation recognition and disambiguation (CARD).,https://www.ncbi.nlm.nih.gov/pubmed/27539197,
59a8bc7a1d41c81f54ab2c95,"Pakhomov SV, Finley G, McEwan R, Wang Y, Melton GB.",2016 Dec 1,"Bioinformatics (Oxford, England)",KEYWORDS_NA,";College of Pharmacy, University of Minnesota, Minneapolis, MN 55455, USA.;Institute for Health Informatics, University of Minnesota, Minneapolis, MN 55455, USA.",";College of Pharmacy, University of Minnesota, Minneapolis, MN 55455, USA.;Institute for Health Informatics, University of Minnesota, Minneapolis, MN 55455, USA.",Corpus domain effects on distributional semantic modeling of medical terms.,https://www.ncbi.nlm.nih.gov/pubmed/27531100,
59a8bc7b1d41c81f54ab2c96,"Baranov AA, Namazova-Baranova LS, Smirnov IV, Devyatkin DA, Shelmanov AO, Vishneva EA, Antonova EV, Smirnov VI.",2016,Vestnik Rossiiskoi akademii meditsinskikh nauk,KEYWORDS_NA,ORGANIZATION_NA,ORGANIZATION_NA,[Technologies for Complex Intelligent Clinical Data Analysis].,https://www.ncbi.nlm.nih.gov/pubmed/27522718,
59a8bc7b1d41c81f54ab2c97,"Teixeira PL, Wei WQ, Cronin RM, Mo H, VanHouten JP, Carroll RJ, LaRose E, Bastarache LA, Rosenbloom ST, Edwards TL, Roden DM, Lasko TA, Dart RA, Nikolai AM, Peissig PL, Denny JC.",2017 Jan,Journal of the American Medical Informatics Association : JAMIA,"['electronic health records', ' hypertension', ' machine learning', ' natural language processing', ' phenotyping algorithms', ' random forests']",";Department of Biomedical Informatics, Vanderbilt University School of Medicine, Nashville, TN, USA.;Department of Biostatistics, Vanderbilt University School of Medicine, Nashville, TN, USA.;Biomedical Informatics Research Center, Marshfield Clinic Research Foundation, 1000 N Oak Ave - ML8, Marshfield, WI 54449, USA.;Department of Medicine, Vanderbilt University School of Medicine, Nashville, TN, USA.;Department of Pharmacology, Vanderbilt University School of Medicine, Nashville, TN, USA.;Center for Human Genetics, Marshfield Clinic Research Foundation, 1000 N Oak Ave-MLR, Marshfield, WI 54449, USA.;Department of Biomedical Informatics, Vanderbilt University School of Medicine, Nashville, TN, USA josh.denny@vanderbilt.edu.",";Department of Biomedical Informatics, Vanderbilt University School of Medicine, Nashville, TN, USA.;Department of Biostatistics, Vanderbilt University School of Medicine, Nashville, TN, USA.;Biomedical Informatics Research Center, Marshfield Clinic Research Foundation, 1000 N Oak Ave - ML8, Marshfield, WI 54449, USA.;Department of Medicine, Vanderbilt University School of Medicine, Nashville, TN, USA.;Department of Pharmacology, Vanderbilt University School of Medicine, Nashville, TN, USA.;Center for Human Genetics, Marshfield Clinic Research Foundation, 1000 N Oak Ave-MLR, Marshfield, WI 54449, USA.;Department of Biomedical Informatics, Vanderbilt University School of Medicine, Nashville, TN, USA josh.denny@vanderbilt.edu.",Evaluating electronic health record data sources and algorithmic approaches to identify hypertensive individuals.,https://www.ncbi.nlm.nih.gov/pubmed/27497800,
59a8bc7c1d41c81f54ab2c98,"Roberts K, Boland MR, Pruinelli L, Dcruz J, Berry A, Georgsson M, Hazen R, Sarmiento RF, Backonja U, Yu KH, Jiang Y, Brennan PF.",2017 Apr 1,Journal of the American Medical Informatics Association : JAMIA,"['biomedical informatics', ' consumer engagement', ' electronic health records', ' learning health system', ' year in review']",";US National Library of Medicine, Bethesda, Maryland.;School of Biomedical Informatics, University of Texas Health Science Center at Houston.;Department of Systems Biology, Columbia University, New York.;School of Nursing, University of Minnesota, Minneapolis.;US Centers for Disease Control and Prevention, Atlanta, Georgia.;Department of Human Centered Design and Engineering, University of Washington, Seattle.;Department of Applied Health Technology, Blekinge Institute of Technology, Blekinge, Sweden.;Department of Biomedical and Health Informatics, University of Washington.;Department of Biomedical Informatics, Stanford University School of Medicine, Stanford, California.;Department of Systems, Population, and Leadership, University of Michigan School of Nursing, Ann Arbor.;School of Nursing, University of Wisconsin-Madison.",";US National Library of Medicine, Bethesda, Maryland.;School of Biomedical Informatics, University of Texas Health Science Center at Houston.;Department of Systems Biology, Columbia University, New York.;School of Nursing, University of Minnesota, Minneapolis.;US Centers for Disease Control and Prevention, Atlanta, Georgia.;Department of Human Centered Design and Engineering, University of Washington, Seattle.;Department of Applied Health Technology, Blekinge Institute of Technology, Blekinge, Sweden.;Department of Biomedical and Health Informatics, University of Washington.;Department of Biomedical Informatics, Stanford University School of Medicine, Stanford, California.;Department of Systems, Population, and Leadership, University of Michigan School of Nursing, Ann Arbor.;School of Nursing, University of Wisconsin-Madison.",Biomedical informatics advancing the national health agenda: the AMIA 2015 year-in-review in clinical and consumer informatics.,https://www.ncbi.nlm.nih.gov/pubmed/27497798,
59a8bc7d1d41c81f54ab2c99,"Luo Y, Szolovits P.",2016 Jul 19,Biomedical informatics insights,"['electronic medical records', ' interval tree', ' natural language processing', ' stand-off annotation']",";Assistant Professor, Department of Preventive Medicine, Northwestern University, Chicago, IL, USA.;Professor, Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA.",";Assistant Professor, Department of Preventive Medicine, Northwestern University, Chicago, IL, USA.;Professor, Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA.",Efficient Queries of Stand-off Annotations for Natural Language Processing on Electronic Medical Records.,https://www.ncbi.nlm.nih.gov/pubmed/27478379,
59a8bc7d1d41c81f54ab2c9a,"Botsis T, Jankosky C, Arya D, Kreimeyer K, Foster M, Pandey A, Wang W, Zhang G, Forshee R, Goud R, Menschik D, Walderhaug M, Woo EJ, Scott J.",2016 Dec,Journal of biomedical informatics,"['Information retrieval', ' Natural language processing', ' Network analysis', ' Post-marketing surveillance', ' Text mining']",";Office of Biostatistics and Epidemiology, Center for Biologics Evaluation and Research, US Food and Drug Administration, United States. Electronic address: Taxiarchis.Botsis@fda.hhs.gov.;Office of Biostatistics and Epidemiology, Center for Biologics Evaluation and Research, US Food and Drug Administration, United States.;Engility Corporation, United States.",";Office of Biostatistics and Epidemiology, Center for Biologics Evaluation and Research, US Food and Drug Administration, United States. Electronic address: Taxiarchis.Botsis@fda.hhs.gov.;Office of Biostatistics and Epidemiology, Center for Biologics Evaluation and Research, US Food and Drug Administration, United States.;Engility Corporation, United States.",Decision support environment for medical product safety surveillance.,https://www.ncbi.nlm.nih.gov/pubmed/27477839,
59a8bc7e1d41c81f54ab2c9b,"Lingren T, Thaker V, Brady C, Namjou B, Kennebeck S, Bickel J, Patibandla N, Ni Y, Van Driest SL, Chen L, Roach A, Cobb B, Kirby J, Denny J, Bailey-Davis L, Williams MS, Marsolo K, Solti I, Holm IA, Harley J, Kohane IS, Savova G, Crimmins N.",2016 Jul 20,Applied clinical informatics,"['Electronic health record', ' algorithm', ' machine learning', ' obesity', ' phenotype']",";Todd Lingren, Cincinnati Children's Hospital Medical Center, Biomedical Informatics, 3333 Burnet Avenue, MLC 7024 Cincinnati, OH 45229-3039, Phone: 513-803-9032, Fax: 513-636-2056, Email: todd.lingren@cchmc.org.",";Todd Lingren, Cincinnati Children's Hospital Medical Center, Biomedical Informatics, 3333 Burnet Avenue, MLC 7024 Cincinnati, OH 45229-3039, Phone: 513-803-9032, Fax: 513-636-2056, Email: todd.lingren@cchmc.org.",Developing an Algorithm to Detect Early Childhood Obesity in Two Tertiary Pediatric Medical Centers.,https://www.ncbi.nlm.nih.gov/pubmed/27452794,
59a8bc801d41c81f54ab2c9c,"Napolitano G, Marshall A, Hamilton P, Gavin AT.",2016 Jun,Artificial intelligence in medicine,"['Cancer staging', ' Information extraction', ' Natural language processing', ' Supervised machine learning', ' Surgical pathology report']",";Institut für Medizinische Biometrie, Informatik und Epidemiologie (IMBIE), Universität Bonn, Haus 325/11/1.OG/Raum 620, Sigmund-Freud-Straße 25, 53105 Bonn, Germany. Electronic address: g.napolitano@imbie.uni-bonn.de.;Queen's University Belfast, School of Mathematics and Physics, University Road, Belfast BT7 1NN, United Kingdom.;Queen's University Belfast, School of Medicine, Dentistry and Biomedical Sciences, 97 Lisburn Road, Belfast BT9 7BL, United Kingdom.;NICR-Centre for Public Health, The Queen's University of Belfast, Mulhouse Building, Grosvenor Road, Belfast BT12 6DP, United Kingdom.",";Institut für Medizinische Biometrie, Informatik und Epidemiologie (IMBIE), Universität Bonn, Haus 325/11/1.OG/Raum 620, Sigmund-Freud-Straße 25, 53105 Bonn, Germany. Electronic address: g.napolitano@imbie.uni-bonn.de.;Queen's University Belfast, School of Mathematics and Physics, University Road, Belfast BT7 1NN, United Kingdom.;Queen's University Belfast, School of Medicine, Dentistry and Biomedical Sciences, 97 Lisburn Road, Belfast BT9 7BL, United Kingdom.;NICR-Centre for Public Health, The Queen's University of Belfast, Mulhouse Building, Grosvenor Road, Belfast BT12 6DP, United Kingdom.",Machine learning classification of surgical pathology reports and chunk recognition for information extraction noise reduction.,https://www.ncbi.nlm.nih.gov/pubmed/27431038,
59a8bc801d41c81f54ab2c9d,"Meystre SM, Kim Y, Gobbel GT, Matheny ME, Redd A, Bray BE, Garvin JH.",2017 Apr 1,Journal of the American Medical Informatics Association : JAMIA,"['Heart Failure [C14.280.434]', ' Left Ventricular Ejection Fraction', ' Medical Informatics [L01.313.500]', ' Natural Language Processing (NLP) [MeSH L01.224.050.375.580]', ' Quality Indicators, Health Care [N04.761.789]']",";Department of Biomedical Informatics, University of Utah, Salt Lake City, UT, USA.;Salt Lake City VA Healthcare System, Salt Lake City, UT, USA.;School of Computing, University of Utah, Salt Lake City, UT, USA.;Department of Biomedical Informatics, Vanderbilt University, Nashville, TN, USA.",";Department of Biomedical Informatics, University of Utah, Salt Lake City, UT, USA.;Salt Lake City VA Healthcare System, Salt Lake City, UT, USA.;School of Computing, University of Utah, Salt Lake City, UT, USA.;Department of Biomedical Informatics, Vanderbilt University, Nashville, TN, USA.",Congestive heart failure information extraction framework for automated treatment performance measures assessment.,https://www.ncbi.nlm.nih.gov/pubmed/27413122,
